total,available,percent,used,free
34277707776,28108607488,18.0,6169100288,28108607488
34277707776,28108189696,18.0,6169518080,28108189696
34277707776,28107550720,18.0,6170157056,28107550720
34277707776,28107304960,18.0,6170402816,28107304960
34277707776,28106428416,18.0,6171279360,28106428416
34277707776,28104765440,18.0,6172942336,28104765440
34277707776,28103221248,18.0,6174486528,28103221248
34277707776,28099989504,18.0,6177718272,28099989504
34277707776,28098437120,18.0,6179270656,28098437120
34277707776,28096266240,18.0,6181441536,28096266240
34277707776,28093038592,18.0,6184669184,28093038592
34277707776,28091219968,18.0,6186487808,28091219968
34277707776,28090019840,18.1,6187687936,28090019840
34277707776,28089507840,18.1,6188199936,28089507840
34277707776,28089290752,18.1,6188417024,28089290752
34277707776,28087787520,18.1,6189920256,28087787520
34277707776,28071067648,18.1,6206640128,28071067648
34277707776,28070969344,18.1,6206738432,28070969344
34277707776,28068052992,18.1,6209654784,28068052992
34277707776,28066422784,18.1,6211284992,28066422784
34277707776,28073504768,18.1,6204203008,28073504768
34277707776,28077105152,18.1,6200602624,28077105152
34277707776,28074594304,18.1,6203113472,28074594304
34277707776,28073295872,18.1,6204411904,28073295872
34277707776,28072071168,18.1,6205636608,28072071168
34277707776,28071313408,18.1,6206394368,28071313408
34277707776,28071084032,18.1,6206623744,28071084032
34277707776,28070658048,18.1,6207049728,28070658048
34277707776,28069941248,18.1,6207766528,28069941248
34277707776,28066410496,18.1,6211297280,28066410496
34277707776,28063195136,18.1,6214512640,28063195136
34277707776,28035620864,18.2,6242086912,28035620864
34277707776,28035477504,18.2,6242230272,28035477504
34277707776,28016160768,18.3,6261547008,28016160768
34277707776,28015812608,18.3,6261895168,28015812608
34277707776,28014870528,18.3,6262837248,28014870528
34277707776,28014411776,18.3,6263296000,28014411776
34277707776,28012236800,18.3,6265470976,28012236800
34277707776,28008714240,18.3,6268993536,28008714240
34277707776,28004151296,18.3,6273556480,28004151296
34277707776,28002148352,18.3,6275559424,28002148352
34277707776,28001624064,18.3,6276083712,28001624064
34277707776,28000387072,18.3,6277320704,28000387072
34277707776,27999944704,18.3,6277763072,27999944704
34277707776,27999678464,18.3,6278029312,27999678464
34277707776,27999522816,18.3,6278184960,27999522816
34277707776,27999227904,18.3,6278479872,27999227904
34277707776,27999186944,18.3,6278520832,27999186944
34277707776,27999174656,18.3,6278533120,27999174656
34277707776,27999006720,18.3,6278701056,27999006720
34277707776,27998846976,18.3,6278860800,27998846976
34277707776,27996545024,18.3,6281162752,27996545024
34277707776,27994689536,18.3,6283018240,27994689536
34277707776,27994402816,18.3,6283304960,27994402816
34277707776,27991810048,18.3,6285897728,27991810048
34277707776,27988320256,18.3,6289387520,27988320256
34277707776,27983863808,18.4,6293843968,27983863808
34277707776,27982745600,18.4,6294962176,27982745600
34277707776,27982536704,18.4,6295171072,27982536704
34277707776,27982524416,18.4,6295183360,27982524416
34277707776,27983495168,18.4,6294212608,27983495168
34277707776,27983470592,18.4,6294237184,27983470592
34277707776,27983466496,18.4,6294241280,27983466496
34277707776,27983257600,18.4,6294450176,27983257600
34277707776,27983233024,18.4,6294474752,27983233024
34277707776,27983228928,18.4,6294478848,27983228928
34277707776,27983089664,18.4,6294618112,27983089664
34277707776,27983020032,18.4,6294687744,27983020032
