total,available,percent,used,free
34277707776,28197658624,17.7,6080049152,28197658624
34277707776,28197584896,17.7,6080122880,28197584896
34277707776,28197584896,17.7,6080122880,28197584896
34277707776,28196188160,17.7,6081519616,28196188160
34277707776,28192075776,17.8,6085632000,28192075776
34277707776,28190150656,17.8,6087557120,28190150656
34277707776,28190150656,17.8,6087557120,28190150656
34277707776,28190150656,17.8,6087557120,28190150656
34277707776,28188004352,17.8,6089703424,28188004352
34277707776,28186329088,17.8,6091378688,28186329088
34277707776,28185739264,17.8,6091968512,28185739264
34277707776,28185448448,17.8,6092259328,28185448448
34277707776,28181094400,17.8,6096613376,28181094400
34277707776,28178989056,17.8,6098718720,28178989056
34277707776,28175618048,17.8,6102089728,28175618048
34277707776,28174012416,17.8,6103695360,28174012416
34277707776,28172361728,17.8,6105346048,28172361728
34277707776,28170219520,17.8,6107488256,28170219520
34277707776,28169015296,17.8,6108692480,28169015296
34277707776,28167938048,17.8,6109769728,28167938048
34277707776,28167016448,17.8,6110691328,28167016448
34277707776,28156346368,17.9,6121361408,28156346368
34277707776,28151189504,17.9,6126518272,28151189504
34277707776,28150403072,17.9,6127304704,28150403072
34277707776,28149972992,17.9,6127734784,28149972992
34277707776,28149481472,17.9,6128226304,28149481472
34277707776,28148346880,17.9,6129360896,28148346880
34277707776,28144091136,17.9,6133616640,28144091136
34277707776,28142391296,17.9,6135316480,28142391296
34277707776,28139118592,17.9,6138589184,28139118592
34277707776,28138352640,17.9,6139355136,28138352640
34277707776,28134359040,17.9,6143348736,28134359040
34277707776,28132155392,17.9,6145552384,28132155392
34277707776,28132122624,17.9,6145585152,28132122624
34277707776,28131520512,17.9,6146187264,28131520512
34277707776,28131368960,17.9,6146338816,28131368960
34277707776,28131860480,17.9,6145847296,28131860480
34277707776,28131405824,17.9,6146301952,28131405824
34277707776,28130639872,17.9,6147067904,28130639872
34277707776,28128964608,17.9,6148743168,28128964608
34277707776,28124684288,18.0,6153023488,28124684288
34277707776,28121718784,18.0,6155988992,28121718784
34277707776,28116172800,18.0,6161534976,28116172800
34277707776,28115034112,18.0,6162673664,28115034112
34277707776,28122034176,18.0,6155673600,28122034176
34277707776,28124725248,18.0,6152982528,28124725248
34277707776,28124282880,18.0,6153424896,28124282880
34277707776,28123975680,18.0,6153732096,28123975680
34277707776,28123160576,18.0,6154547200,28123160576
34277707776,28120363008,18.0,6157344768,28120363008
34277707776,28118171648,18.0,6159536128,28118171648
34277707776,28117303296,18.0,6160404480,28117303296
34277707776,28114190336,18.0,6163517440,28114190336
34277707776,28109246464,18.0,6168461312,28109246464
34277707776,28107456512,18.0,6170251264,28107456512
34277707776,28107173888,18.0,6170533888,28107173888
34277707776,28106625024,18.0,6171082752,28106625024
34277707776,28106539008,18.0,6171168768,28106539008
34277707776,28106407936,18.0,6171299840,28106407936
34277707776,28106407936,18.0,6171299840,28106407936
34277707776,28106420224,18.0,6171287552,28106420224
34277707776,28106219520,18.0,6171488256,28106219520
34277707776,28105969664,18.0,6171738112,28105969664
34277707776,28100919296,18.0,6176788480,28100919296
34277707776,28099440640,18.0,6178267136,28099440640
34277707776,28095414272,18.0,6182293504,28095414272
34277707776,28092026880,18.0,6185680896,28092026880
34277707776,28090552320,18.1,6187155456,28090552320
34277707776,28089360384,18.1,6188347392,28089360384
34277707776,28088770560,18.1,6188937216,28088770560
34277707776,28088336384,18.1,6189371392,28088336384
34277707776,28086521856,18.1,6191185920,28086521856
34277707776,28083077120,18.1,6194630656,28083077120
34277707776,28070801408,18.1,6206906368,28070801408
34277707776,28056526848,18.1,6221180928,28056526848
34277707776,28053508096,18.2,6224199680,28053508096
34277707776,28053000192,18.2,6224707584,28053000192
34277707776,28053000192,18.2,6224707584,28053000192
34277707776,28053000192,18.2,6224707584,28053000192
34277707776,28053524480,18.2,6224183296,28053524480
34277707776,28053479424,18.2,6224228352,28053479424
34277707776,28053426176,18.2,6224281600,28053426176
34277707776,28053696512,18.2,6224011264,28053696512
34277707776,28053692416,18.2,6224015360,28053692416
34277707776,28053667840,18.2,6224039936,28053667840
34277707776,28053544960,18.2,6224162816,28053544960
34277707776,28053286912,18.2,6224420864,28053286912
34277707776,28053409792,18.2,6224297984,28053409792
34277707776,28052905984,18.2,6224801792,28052905984
34277707776,28052832256,18.2,6224875520,28052832256
34277707776,28052828160,18.2,6224879616,28052828160
34277707776,28052803584,18.2,6224904192,28052803584
34277707776,28052619264,18.2,6225088512,28052619264
34277707776,28052688896,18.2,6225018880,28052688896
34277707776,28052639744,18.2,6225068032,28052639744
34277707776,28051886080,18.2,6225821696,28051886080
34277707776,28051812352,18.2,6225895424,28051812352
34277707776,28051853312,18.2,6225854464,28051853312
34277707776,28051054592,18.2,6226653184,28051054592
34277707776,28051054592,18.2,6226653184,28051054592
34277707776,28051001344,18.2,6226706432,28051001344
34277707776,28049195008,18.2,6228512768,28049195008
34277707776,28048773120,18.2,6228934656,28048773120
34277707776,28048093184,18.2,6229614592,28048093184
34277707776,28047843328,18.2,6229864448,28047843328
34277707776,28047843328,18.2,6229864448,28047843328
34277707776,28047564800,18.2,6230142976,28047564800
34277707776,28046991360,18.2,6230716416,28046991360
34277707776,28046229504,18.2,6231478272,28046229504
34277707776,28038168576,18.2,6239539200,28038168576
34277707776,28036046848,18.2,6241660928,28036046848
34277707776,28035854336,18.2,6241853440,28035854336
34277707776,28035846144,18.2,6241861632,28035846144
