total,available,percent,used,free
34277707776,28142452736,17.9,6135255040,28142452736
34277707776,28142252032,17.9,6135455744,28142252032
34277707776,28141023232,17.9,6136684544,28141023232
34277707776,28140216320,17.9,6137491456,28140216320
34277707776,28138373120,17.9,6139334656,28138373120
34277707776,28134432768,17.9,6143275008,28134432768
34277707776,28131897344,17.9,6145810432,28131897344
34277707776,28129169408,17.9,6148538368,28129169408
34277707776,28126781440,17.9,6150926336,28126781440
34277707776,28126121984,17.9,6151585792,28126121984
34277707776,28125138944,17.9,6152568832,28125138944
34277707776,28124463104,18.0,6153244672,28124463104
34277707776,28124205056,18.0,6153502720,28124205056
34277707776,28123471872,18.0,6154235904,28123471872
34277707776,28123033600,18.0,6154674176,28123033600
34277707776,28122087424,18.0,6155620352,28122087424
34277707776,28122214400,18.0,6155493376,28122214400
34277707776,28120535040,18.0,6157172736,28120535040
34277707776,28119760896,18.0,6157946880,28119760896
34277707776,28117299200,18.0,6160408576,28117299200
34277707776,28114931712,18.0,6162776064,28114931712
34277707776,28111626240,18.0,6166081536,28111626240
34277707776,28108341248,18.0,6169366528,28108341248
34277707776,28107120640,18.0,6170587136,28107120640
34277707776,28106698752,18.0,6171009024,28106698752
34277707776,28106207232,18.0,6171500544,28106207232
34277707776,28105728000,18.0,6171979776,28105728000
34277707776,28105359360,18.0,6172348416,28105359360
34277707776,28104245248,18.0,6173462528,28104245248
34277707776,28100276224,18.0,6177431552,28100276224
34277707776,28087894016,18.1,6189813760,28087894016
34277707776,28071624704,18.1,6206083072,28071624704
34277707776,28071182336,18.1,6206525440,28071182336
34277707776,28070039552,18.1,6207668224,28070039552
34277707776,28069163008,18.1,6208544768,28069163008
34277707776,28064403456,18.1,6213304320,28064403456
34277707776,28063633408,18.1,6214074368,28063633408
34277707776,28060413952,18.1,6217293824,28060413952
34277707776,28059672576,18.1,6218035200,28059672576
34277707776,28057964544,18.1,6219743232,28057964544
34277707776,28056256512,18.2,6221451264,28056256512
34277707776,28055621632,18.2,6222086144,28055621632
34277707776,28054908928,18.2,6222798848,28054908928
34277707776,28054343680,18.2,6223364096,28054343680
34277707776,28054462464,18.2,6223245312,28054462464
34277707776,28054167552,18.2,6223540224,28054167552
34277707776,28054163456,18.2,6223544320,28054163456
34277707776,28054138880,18.2,6223568896,28054138880
34277707776,28054028288,18.2,6223679488,28054028288
34277707776,28054020096,18.2,6223687680,28054020096
34277707776,28054077440,18.2,6223630336,28054077440
